
[Name]
fluid

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity u_Scalar [ m s^-1 ], Velocity v [ m s^-1 ], Velocity v_Scalar [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
3.22580010e-01, 8.21504071e-02, -5.00000024e-04, 1.05564706e-02, 1.80129167e-02, 1.80086810e-02, -1.06836836e-04, -1.06874555e-04, 0.00000000e+00, 3.22580010e-01, 8.21504071e-02, -5.00000024e-04
3.20039988e-01, 8.21502134e-02, -5.00000024e-04, 1.07181761e-02, 1.80122089e-02, 1.80080794e-02, -1.07398970e-04, -1.07438180e-04, 0.00000000e+00, 3.20039988e-01, 8.21502134e-02, -5.00000024e-04
3.17499995e-01, 8.21500123e-02, -5.00000024e-04, 1.08805299e-02, 1.80113912e-02, 1.80073660e-02, -1.07966407e-04, -1.08007131e-04, 0.00000000e+00, 3.17499995e-01, 8.21500123e-02, -5.00000024e-04
3.14960003e-01, 8.21498111e-02, -5.00000024e-04, 1.10435272e-02, 1.80104617e-02, 1.80065390e-02, -1.08539811e-04, -1.08582040e-04, 0.00000000e+00, 3.14960003e-01, 8.21498111e-02, -5.00000024e-04
3.12420011e-01, 8.21496099e-02, -5.00000024e-04, 1.12071633e-02, 1.80094186e-02, 1.80056039e-02, -1.09119501e-04, -1.09163273e-04, 0.00000000e+00, 3.12420011e-01, 8.21496099e-02, -5.00000024e-04
3.09879988e-01, 8.21494088e-02, -5.00000024e-04, 1.13714412e-02, 1.80082619e-02, 1.80045515e-02, -1.09705645e-04, -1.09751003e-04, 0.00000000e+00, 3.09879988e-01, 8.21494088e-02, -5.00000024e-04
3.07339996e-01, 8.21492076e-02, -5.00000024e-04, 1.15363579e-02, 1.80069897e-02, 1.80033818e-02, -1.10298308e-04, -1.10345267e-04, 0.00000000e+00, 3.07339996e-01, 8.21492076e-02, -5.00000024e-04
3.04800004e-01, 8.21490064e-02, -5.00000024e-04, 1.17019201e-02, 1.80056002e-02, 1.80021003e-02, -1.10897505e-04, -1.10946137e-04, 0.00000000e+00, 3.04800004e-01, 8.21490064e-02, -5.00000024e-04
3.02260011e-01, 8.21488127e-02, -5.00000024e-04, 1.18681332e-02, 1.80040933e-02, 1.80006940e-02, -1.11503279e-04, -1.11553614e-04, 0.00000000e+00, 3.02260011e-01, 8.21488127e-02, -5.00000024e-04
2.99719989e-01, 8.21486115e-02, -5.00000024e-04, 1.20350020e-02, 1.80024672e-02, 1.79991703e-02, -1.12115653e-04, -1.12167756e-04, 0.00000000e+00, 2.99719989e-01, 8.21486115e-02, -5.00000024e-04
2.97179997e-01, 8.21484104e-02, -5.00000024e-04, 1.22025348e-02, 1.80007201e-02, 1.79975256e-02, -1.12734691e-04, -1.12788650e-04, 0.00000000e+00, 2.97179997e-01, 8.21484104e-02, -5.00000024e-04
2.94640005e-01, 8.21482092e-02, -5.00000024e-04, 1.23707401e-02, 1.79988500e-02, 1.79957543e-02, -1.13360504e-04, -1.13416369e-04, 0.00000000e+00, 2.94640005e-01, 8.21482092e-02, -5.00000024e-04
2.92100012e-01, 8.21480080e-02, -5.00000024e-04, 1.25396242e-02, 1.79968532e-02, 1.79938599e-02, -1.13993250e-04, -1.14051109e-04, 0.00000000e+00, 2.92100012e-01, 8.21480080e-02, -5.00000024e-04
2.89559990e-01, 8.21478069e-02, -5.00000024e-04, 1.27092013e-02, 1.79947298e-02, 1.79918371e-02, -1.14633120e-04, -1.14693095e-04, 0.00000000e+00, 2.89559990e-01, 8.21478069e-02, -5.00000024e-04
2.87019998e-01, 8.21476057e-02, -5.00000024e-04, 1.28794732e-02, 1.79924797e-02, 1.79896858e-02, -1.15280389e-04, -1.15342540e-04, 0.00000000e+00, 2.87019998e-01, 8.21476057e-02, -5.00000024e-04
2.84480006e-01, 8.21474046e-02, -5.00000024e-04, 1.30504575e-02, 1.79900993e-02, 1.79874022e-02, -1.15935392e-04, -1.15999879e-04, 0.00000000e+00, 2.84480006e-01, 8.21474046e-02, -5.00000024e-04
2.81940013e-01, 8.21472108e-02, -5.00000024e-04, 1.32221542e-02, 1.79875847e-02, 1.79849844e-02, -1.16598530e-04, -1.16665469e-04, 0.00000000e+00, 2.81940013e-01, 8.21472108e-02, -5.00000024e-04
2.79399991e-01, 8.21470097e-02, -5.00000024e-04, 1.33945839e-02, 1.79849360e-02, 1.79824345e-02, -1.17270341e-04, -1.17339863e-04, 0.00000000e+00, 2.79399991e-01, 8.21470097e-02, -5.00000024e-04
2.76859999e-01, 8.21468085e-02, -5.00000024e-04, 1.35677457e-02, 1.79821514e-02, 1.79797467e-02, -1.17951415e-04, -1.18023687e-04, 0.00000000e+00, 2.76859999e-01, 8.21468085e-02, -5.00000024e-04
2.74320006e-01, 8.21466073e-02, -5.00000024e-04, 1.37416506e-02, 1.79792233e-02, 1.79769155e-02, -1.18642471e-04, -1.18717668e-04, 0.00000000e+00, 2.74320006e-01, 8.21466073e-02, -5.00000024e-04
2.71780014e-01, 8.21464062e-02, -5.00000024e-04, 1.39163071e-02, 1.79761574e-02, 1.79739427e-02, -1.19344390e-04, -1.19422672e-04, 0.00000000e+00, 2.71780014e-01, 8.21464062e-02, -5.00000024e-04
2.69239992e-01, 8.21462050e-02, -5.00000024e-04, 1.40917227e-02, 1.79729462e-02, 1.79708265e-02, -1.20058146e-04, -1.20139754e-04, 0.00000000e+00, 2.69239992e-01, 8.21462050e-02, -5.00000024e-04
2.66700000e-01, 8.21460038e-02, -5.00000024e-04, 1.42678935e-02, 1.79695860e-02, 1.79675613e-02, -1.20784942e-04, -1.20870027e-04, 0.00000000e+00, 2.66700000e-01, 8.21460038e-02, -5.00000024e-04
2.64160007e-01, 8.21458027e-02, -5.00000024e-04, 1.44448262e-02, 1.79660786e-02, 1.79641452e-02, -1.21526144e-04, -1.21614947e-04, 0.00000000e+00, 2.64160007e-01, 8.21458027e-02, -5.00000024e-04
2.61619985e-01, 8.21456090e-02, -5.00000024e-04, 1.46225011e-02, 1.79624129e-02, 1.79605708e-02, -1.22283323e-04, -1.22376034e-04, 0.00000000e+00, 2.61619985e-01, 8.21456090e-02, -5.00000024e-04
2.59079993e-01, 8.21454078e-02, -5.00000024e-04, 1.48008959e-02, 1.79585908e-02, 1.79568399e-02, -1.23058126e-04, -1.23154954e-04, 0.00000000e+00, 2.59079993e-01, 8.21454078e-02, -5.00000024e-04
2.56540000e-01, 8.21452066e-02, -5.00000024e-04, 1.49799483e-02, 1.79546010e-02, 1.79529414e-02, -1.23851933e-04, -1.23953068e-04, 0.00000000e+00, 2.56540000e-01, 8.21452066e-02, -5.00000024e-04
2.54000008e-01, 8.21450055e-02, -5.00000024e-04, 1.51595697e-02, 1.79504417e-02, 1.79488752e-02, -1.24665006e-04, -1.24770595e-04, 0.00000000e+00, 2.54000008e-01, 8.21450055e-02, -5.00000024e-04
2.51459986e-01, 8.21448043e-02, -5.00000024e-04, 1.53396213e-02, 1.79461073e-02, 1.79446302e-02, -1.25495280e-04, -1.25605380e-04, 0.00000000e+00, 2.51459986e-01, 8.21448043e-02, -5.00000024e-04
2.48919994e-01, 8.21446031e-02, -5.00000024e-04, 1.55198490e-02, 1.79416016e-02, 1.79402139e-02, -1.26337094e-04, -1.26451632e-04, 0.00000000e+00, 2.48919994e-01, 8.21446031e-02, -5.00000024e-04
2.46380001e-01, 8.21444020e-02, -5.00000024e-04, 1.57000758e-02, 1.79369412e-02, 1.79356448e-02, -1.27180771e-04, -1.27299441e-04, 0.00000000e+00, 2.46380001e-01, 8.21444020e-02, -5.00000024e-04
2.43839994e-01, 8.21442083e-02, -5.00000024e-04, 1.58809088e-02, 1.79321673e-02, 1.79309584e-02, -1.28016371e-04, -1.28138709e-04, 0.00000000e+00, 2.43839994e-01, 8.21442083e-02, -5.00000024e-04
2.41300002e-01, 8.21440071e-02, -5.00000024e-04, 1.60638597e-02, 1.79273039e-02, 1.79261807e-02, -1.28843618e-04, -1.28969157e-04, 0.00000000e+00, 2.41300002e-01, 8.21440071e-02, -5.00000024e-04
2.38759995e-01, 8.21438059e-02, -5.00000024e-04, 1.62492003e-02, 1.79223157e-02, 1.79212764e-02, -1.29677399e-04, -1.29806009e-04, 0.00000000e+00, 2.38759995e-01, 8.21438059e-02, -5.00000024e-04
2.36220002e-01, 8.21436048e-02, -5.00000024e-04, 1.64356977e-02, 1.79171618e-02, 1.79162025e-02, -1.30534681e-04, -1.30666609e-04, 0.00000000e+00, 2.36220002e-01, 8.21436048e-02, -5.00000024e-04
2.33679995e-01, 8.21434036e-02, -5.00000024e-04, 1.66226663e-02, 1.79118700e-02, 1.79109890e-02, -1.31413835e-04, -1.31549255e-04, 0.00000000e+00, 2.33679995e-01, 8.21434036e-02, -5.00000024e-04
2.31140003e-01, 8.21432024e-02, -5.00000024e-04, 1.68105625e-02, 1.79064646e-02, 1.79056581e-02, -1.32302957e-04, -1.32441899e-04, 0.00000000e+00, 2.31140003e-01, 8.21432024e-02, -5.00000024e-04
2.28599995e-01, 8.21430013e-02, -5.00000024e-04, 1.70007013e-02, 1.79009549e-02, 1.79002229e-02, -1.33203604e-04, -1.33346184e-04, 0.00000000e+00, 2.28599995e-01, 8.21430013e-02, -5.00000024e-04
2.26060003e-01, 8.21428001e-02, -5.00000024e-04, 1.71929225e-02, 1.78952906e-02, 1.78946294e-02, -1.34131275e-04, -1.34277914e-04, 0.00000000e+00, 2.26060003e-01, 8.21428001e-02, -5.00000024e-04
2.23519996e-01, 8.21426064e-02, -5.00000024e-04, 1.73860490e-02, 1.78894326e-02, 1.78888384e-02, -1.35086040e-04, -1.35237366e-04, 0.00000000e+00, 2.23519996e-01, 8.21426064e-02, -5.00000024e-04
2.20980003e-01, 8.21424052e-02, -5.00000024e-04, 1.75796300e-02, 1.78834014e-02, 1.78828761e-02, -1.36059563e-04, -1.36215996e-04, 0.00000000e+00, 2.20980003e-01, 8.21424052e-02, -5.00000024e-04
2.18439996e-01, 8.21422040e-02, -5.00000024e-04, 1.77736245e-02, 1.78772006e-02, 1.78767443e-02, -1.37051495e-04, -1.37213501e-04, 0.00000000e+00, 2.18439996e-01, 8.21422040e-02, -5.00000024e-04
2.15900004e-01, 8.21420029e-02, -5.00000024e-04, 1.79682318e-02, 1.78708285e-02, 1.78704392e-02, -1.38061150e-04, -1.38228963e-04, 0.00000000e+00, 2.15900004e-01, 8.21420029e-02, -5.00000024e-04
2.13359997e-01, 8.21418017e-02, -5.00000024e-04, 1.81636121e-02, 1.78642850e-02, 1.78639591e-02, -1.39089883e-04, -1.39263750e-04, 0.00000000e+00, 2.13359997e-01, 8.21418017e-02, -5.00000024e-04
2.10820004e-01, 8.21416005e-02, -5.00000024e-04, 1.83599293e-02, 1.78575628e-02, 1.78573038e-02, -1.40139367e-04, -1.40319375e-04, 0.00000000e+00, 2.10820004e-01, 8.21416005e-02, -5.00000024e-04
2.08279997e-01, 8.21413994e-02, -5.00000024e-04, 1.85572933e-02, 1.78506598e-02, 1.78504661e-02, -1.41212106e-04, -1.41398326e-04, 0.00000000e+00, 2.08279997e-01, 8.21413994e-02, -5.00000024e-04
2.05740005e-01, 8.21411982e-02, -5.00000024e-04, 1.87557954e-02, 1.78435743e-02, 1.78434439e-02, -1.42310950e-04, -1.42503413e-04, 0.00000000e+00, 2.05740005e-01, 8.21411982e-02, -5.00000024e-04
2.03199998e-01, 8.21410045e-02, -5.00000024e-04, 1.89555846e-02, 1.78363025e-02, 1.78362317e-02, -1.43438912e-04, -1.43637692e-04, 0.00000000e+00, 2.03199998e-01, 8.21410045e-02, -5.00000024e-04
2.00660005e-01, 8.21408033e-02, -5.00000024e-04, 1.91569682e-02, 1.78288072e-02, 1.78287979e-02, -1.44602614e-04, -1.44808073e-04, 0.00000000e+00, 2.00660005e-01, 8.21408033e-02, -5.00000024e-04
1.98119998e-01, 8.21406022e-02, -5.00000024e-04, 1.93598624e-02, 1.78210642e-02, 1.78211145e-02, -1.45812155e-04, -1.46024991e-04, 0.00000000e+00, 1.98119998e-01, 8.21406022e-02, -5.00000024e-04
1.95580006e-01, 8.21404010e-02, -5.00000024e-04, 1.95622463e-02, 1.78130306e-02, 1.78131424e-02, -1.47061990e-04, -1.47282786e-04, 0.00000000e+00, 1.95580006e-01, 8.21404010e-02, -5.00000024e-04
1.93039998e-01, 8.21401998e-02, -5.00000024e-04, 1.97633822e-02, 1.78047549e-02, 1.78049300e-02, -1.48320105e-04, -1.48548934e-04, 0.00000000e+00, 1.93039998e-01, 8.21401998e-02, -5.00000024e-04
1.90500006e-01, 8.21399987e-02, -5.00000024e-04, 1.99654847e-02, 1.77963339e-02, 1.77965704e-02, -1.49565458e-04, -1.49801563e-04, 0.00000000e+00, 1.90500006e-01, 8.21399987e-02, -5.00000024e-04
1.87959999e-01, 8.21397975e-02, -5.00000024e-04, 2.01696269e-02, 1.77877471e-02, 1.77880470e-02, -1.50810127e-04, -1.51052518e-04, 0.00000000e+00, 1.87959999e-01, 8.21397975e-02, -5.00000024e-04
1.85420007e-01, 8.21396038e-02, -5.00000024e-04, 2.03756560e-02, 1.77789796e-02, 1.77793354e-02, -1.52068547e-04, -1.52316250e-04, 0.00000000e+00, 1.85420007e-01, 8.21396038e-02, -5.00000024e-04
1.82879999e-01, 8.21394026e-02, -5.00000024e-04, 2.05837656e-02, 1.77700277e-02, 1.77704450e-02, -1.53344765e-04, -1.53596760e-04, 0.00000000e+00, 1.82879999e-01, 8.21394026e-02, -5.00000024e-04
1.80340007e-01, 8.21392015e-02, -5.00000024e-04, 2.07939297e-02, 1.77608728e-02, 1.77613460e-02, -1.54642476e-04, -1.54898022e-04, 0.00000000e+00, 1.80340007e-01, 8.21392015e-02, -5.00000024e-04
1.77800000e-01, 8.21390003e-02, -5.00000024e-04, 2.10058652e-02, 1.77515112e-02, 1.77520402e-02, -1.55967486e-04, -1.56226219e-04, 0.00000000e+00, 1.77800000e-01, 8.21390003e-02, -5.00000024e-04
1.75260007e-01, 8.21387991e-02, -5.00000024e-04, 2.12194119e-02, 1.77419558e-02, 1.77425388e-02, -1.57324946e-04, -1.57586677e-04, 0.00000000e+00, 1.75260007e-01, 8.21387991e-02, -5.00000024e-04
1.72720000e-01, 8.21385980e-02, -5.00000024e-04, 2.14344561e-02, 1.77322030e-02, 1.77328382e-02, -1.58718598e-04, -1.58983166e-04, 0.00000000e+00, 1.72720000e-01, 8.21385980e-02, -5.00000024e-04
1.70179993e-01, 8.21383968e-02, -5.00000024e-04, 2.16508973e-02, 1.77222602e-02, 1.77229457e-02, -1.60153068e-04, -1.60420212e-04, 0.00000000e+00, 1.70179993e-01, 8.21383968e-02, -5.00000024e-04
1.67640001e-01, 8.21381956e-02, -5.00000024e-04, 2.18687821e-02, 1.77121274e-02, 1.77128650e-02, -1.61635340e-04, -1.61904754e-04, 0.00000000e+00, 1.67640001e-01, 8.21381956e-02, -5.00000024e-04
1.65099993e-01, 8.21380019e-02, -5.00000024e-04, 2.20884364e-02, 1.77017916e-02, 1.77025795e-02, -1.63176097e-04, -1.63447461e-04, 0.00000000e+00, 1.65099993e-01, 8.21380019e-02, -5.00000024e-04
1.62560001e-01, 8.21378008e-02, -5.00000024e-04, 2.23100279e-02, 1.76912360e-02, 1.76920723e-02, -1.64768091e-04, -1.65041129e-04, 0.00000000e+00, 1.62560001e-01, 8.21378008e-02, -5.00000024e-04
1.60019994e-01, 8.21375996e-02, -5.00000024e-04, 2.25334540e-02, 1.76804550e-02, 1.76813379e-02, -1.66397003e-04, -1.66671409e-04, 0.00000000e+00, 1.60019994e-01, 8.21375996e-02, -5.00000024e-04
1.57480001e-01, 8.21373984e-02, -5.00000024e-04, 2.27587055e-02, 1.76694524e-02, 1.76703800e-02, -1.68061655e-04, -1.68337225e-04, 0.00000000e+00, 1.57480001e-01, 8.21373984e-02, -5.00000024e-04
1.54939994e-01, 8.21371973e-02, -5.00000024e-04, 2.29857974e-02, 1.76582299e-02, 1.76592041e-02, -1.69761304e-04, -1.70037893e-04, 0.00000000e+00, 1.54939994e-01, 8.21371973e-02, -5.00000024e-04
1.52400002e-01, 8.21369961e-02, -5.00000024e-04, 2.32147612e-02, 1.76467840e-02, 1.76477991e-02, -1.71495747e-04, -1.71773150e-04, 0.00000000e+00, 1.52400002e-01, 8.21369961e-02, -5.00000024e-04
1.49859995e-01, 8.21367949e-02, -5.00000024e-04, 2.34456360e-02, 1.76351108e-02, 1.76361725e-02, -1.73264663e-04, -1.73542794e-04, 0.00000000e+00, 1.49859995e-01, 8.21367949e-02, -5.00000024e-04
1.47320002e-01, 8.21365938e-02, -5.00000024e-04, 2.36784443e-02, 1.76232085e-02, 1.76243111e-02, -1.75067529e-04, -1.75346184e-04, 0.00000000e+00, 1.47320002e-01, 8.21365938e-02, -5.00000024e-04
1.44779995e-01, 8.21364000e-02, -5.00000024e-04, 2.39132252e-02, 1.76110752e-02, 1.76122189e-02, -1.76903399e-04, -1.77182505e-04, 0.00000000e+00, 1.44779995e-01, 8.21364000e-02, -5.00000024e-04
1.42240003e-01, 8.21361989e-02, -5.00000024e-04, 2.41499972e-02, 1.75986998e-02, 1.75998807e-02, -1.78770861e-04, -1.79050272e-04, 0.00000000e+00, 1.42240003e-01, 8.21361989e-02, -5.00000024e-04
1.39699996e-01, 8.21359977e-02, -5.00000024e-04, 2.43887473e-02, 1.75860804e-02, 1.75873004e-02, -1.80668401e-04, -1.80948075e-04, 0.00000000e+00, 1.39699996e-01, 8.21359977e-02, -5.00000024e-04
1.37160003e-01, 8.21357965e-02, -5.00000024e-04, 2.46293899e-02, 1.75732058e-02, 1.75744630e-02, -1.82595017e-04, -1.82874806e-04, 0.00000000e+00, 1.37160003e-01, 8.21357965e-02, -5.00000024e-04
1.34619996e-01, 8.21355954e-02, -5.00000024e-04, 2.48717926e-02, 1.75600592e-02, 1.75613500e-02, -1.84551711e-04, -1.84831559e-04, 0.00000000e+00, 1.34619996e-01, 8.21355954e-02, -5.00000024e-04
1.32080004e-01, 8.21353942e-02, -5.00000024e-04, 2.51154583e-02, 1.75466239e-02, 1.75479464e-02, -1.86544392e-04, -1.86824225e-04, 0.00000000e+00, 1.32080004e-01, 8.21353942e-02, -5.00000024e-04
1.29539996e-01, 8.21351930e-02, -5.00000024e-04, 2.53589749e-02, 1.75329149e-02, 1.75342690e-02, -1.88591090e-04, -1.88870355e-04, 0.00000000e+00, 1.29539996e-01, 8.21351930e-02, -5.00000024e-04
1.27000004e-01, 8.21349919e-02, -5.00000024e-04, 2.56014094e-02, 1.75189972e-02, 1.75203793e-02, -1.90727747e-04, -1.91004990e-04, 0.00000000e+00, 1.27000004e-01, 8.21349919e-02, -5.00000024e-04
1.24459997e-01, 8.21347982e-02, -5.00000024e-04, 2.58457307e-02, 1.75050031e-02, 1.75064132e-02, -1.92985652e-04, -1.93258427e-04, 0.00000000e+00, 1.24459997e-01, 8.21347982e-02, -5.00000024e-04
1.21919997e-01, 8.21345970e-02, -5.00000024e-04, 2.60952394e-02, 1.74910054e-02, 1.74924470e-02, -1.95343280e-04, -1.95609391e-04, 0.00000000e+00, 1.21919997e-01, 8.21345970e-02, -5.00000024e-04
1.19379997e-01, 8.21343958e-02, -5.00000024e-04, 2.63482723e-02, 1.74768753e-02, 1.74783487e-02, -1.97757996e-04, -1.98016569e-04, 0.00000000e+00, 1.19379997e-01, 8.21343958e-02, -5.00000024e-04
1.16839997e-01, 8.21341947e-02, -5.00000024e-04, 2.66051441e-02, 1.74626596e-02, 1.74641684e-02, -2.00233102e-04, -2.00483817e-04, 0.00000000e+00, 1.16839997e-01, 8.21341947e-02, -5.00000024e-04
1.14299998e-01, 8.21339935e-02, -5.00000024e-04, 2.68663447e-02, 1.74483452e-02, 1.74498931e-02, -2.02760755e-04, -2.03004296e-04, 0.00000000e+00, 1.14299998e-01, 8.21339935e-02, -5.00000024e-04
1.11759998e-01, 8.21337923e-02, -5.00000024e-04, 2.71284357e-02, 1.74337756e-02, 1.74353570e-02, -2.05338001e-04, -2.05575809e-04, 0.00000000e+00, 1.11759998e-01, 8.21337923e-02, -5.00000024e-04
1.09219998e-01, 8.21335912e-02, -5.00000024e-04, 2.73902453e-02, 1.74189992e-02, 1.74206179e-02, -2.08017227e-04, -2.08250334e-04, 0.00000000e+00, 1.09219998e-01, 8.21335912e-02, -5.00000024e-04
1.06679998e-01, 8.21333975e-02, -5.00000024e-04, 2.76522376e-02, 1.74040440e-02, 1.74056999e-02, -2.10851242e-04, -2.11080231e-04, 0.00000000e+00, 1.06679998e-01, 8.21333975e-02, -5.00000024e-04
1.04139999e-01, 8.21331963e-02, -5.00000024e-04, 2.79151294e-02, 1.73888933e-02, 1.73905846e-02, -2.13880950e-04, -2.14106491e-04, 0.00000000e+00, 1.04139999e-01, 8.21331963e-02, -5.00000024e-04
1.01599999e-01, 8.21329951e-02, -5.00000024e-04, 2.81803086e-02, 1.73734948e-02, 1.73752196e-02, -2.17137786e-04, -2.17360823e-04, 0.00000000e+00, 1.01599999e-01, 8.21329951e-02, -5.00000024e-04
9.90599990e-02, 8.21327940e-02, -5.00000024e-04, 2.84474492e-02, 1.73577964e-02, 1.73595529e-02, -2.20635993e-04, -2.20858055e-04, 0.00000000e+00, 9.90599990e-02, 8.21327940e-02, -5.00000024e-04
9.65199992e-02, 8.21325928e-02, -5.00000024e-04, 2.87117884e-02, 1.73416864e-02, 1.73434671e-02, -2.24410847e-04, -2.24632851e-04, 0.00000000e+00, 9.65199992e-02, 8.21325928e-02, -5.00000024e-04
9.39799994e-02, 8.21323916e-02, -5.00000024e-04, 2.89732385e-02, 1.73252895e-02, 1.73270926e-02, -2.28588484e-04, -2.28809746e-04, 0.00000000e+00, 9.39799994e-02, 8.21323916e-02, -5.00000024e-04
9.14399996e-02, 8.21321905e-02, -5.00000024e-04, 2.92373672e-02, 1.73087716e-02, 1.73105989e-02, -2.33287356e-04, -2.33506958e-04, 0.00000000e+00, 9.14399996e-02, 8.21321905e-02, -5.00000024e-04
8.88999999e-02, 8.21319893e-02, -5.00000024e-04, 2.95059998e-02, 1.72920004e-02, 1.72938500e-02, -2.38539767e-04, -2.38758163e-04, 0.00000000e+00, 8.88999999e-02, 8.21319893e-02, -5.00000024e-04
8.63600001e-02, 8.21317956e-02, -5.00000024e-04, 2.97790281e-02, 1.72749050e-02, 1.72767770e-02, -2.44377472e-04, -2.44595896e-04, 0.00000000e+00, 8.63600001e-02, 8.21317956e-02, -5.00000024e-04
8.38200003e-02, 8.21315944e-02, -5.00000024e-04, 3.00567579e-02, 1.72574427e-02, 1.72593370e-02, -2.50856858e-04, -2.51076970e-04, 0.00000000e+00, 8.38200003e-02, 8.21315944e-02, -5.00000024e-04
8.12800005e-02, 8.21313933e-02, -5.00000024e-04, 3.03400122e-02, 1.72395296e-02, 1.72414463e-02, -2.58048822e-04, -2.58272688e-04, 0.00000000e+00, 8.12800005e-02, 8.21313933e-02, -5.00000024e-04
7.87400007e-02, 8.21311921e-02, -5.00000024e-04, 3.06302272e-02, 1.72210597e-02, 1.72229968e-02, -2.66030343e-04, -2.66260584e-04, 0.00000000e+00, 7.87400007e-02, 8.21311921e-02, -5.00000024e-04
7.62000009e-02, 8.21309909e-02, -5.00000024e-04, 3.09293196e-02, 1.72018968e-02, 1.72038525e-02, -2.74877064e-04, -2.75116967e-04, 0.00000000e+00, 7.62000009e-02, 8.21309909e-02, -5.00000024e-04
7.36600012e-02, 8.21307898e-02, -5.00000024e-04, 3.12395282e-02, 1.71818957e-02, 1.71838682e-02, -2.84656300e-04, -2.84909853e-04, 0.00000000e+00, 7.36600012e-02, 8.21307898e-02, -5.00000024e-04
7.11200014e-02, 8.21305886e-02, -5.00000024e-04, 3.15633789e-02, 1.71608906e-02, 1.71628818e-02, -2.95411708e-04, -2.95683596e-04, 0.00000000e+00, 7.11200014e-02, 8.21305886e-02, -5.00000024e-04
6.85800016e-02, 8.21303874e-02, -5.00000024e-04, 3.19036841e-02, 1.71387028e-02, 1.71407089e-02, -3.07157577e-04, -3.07452749e-04, 0.00000000e+00, 6.85800016e-02, 8.21303874e-02, -5.00000024e-04
6.60400018e-02, 8.21301937e-02, -5.00000024e-04, 3.22635621e-02, 1.71151310e-02, 1.71171483e-02, -3.19882034e-04, -3.20205989e-04, 0.00000000e+00, 6.60400018e-02, 8.21301937e-02, -5.00000024e-04
6.35000020e-02, 8.21299925e-02, -5.00000024e-04, 3.26459669e-02, 1.70899779e-02, 1.70920007e-02, -3.33543023e-04, -3.33901437e-04, 0.00000000e+00, 6.35000020e-02, 8.21299925e-02, -5.00000024e-04
6.09600022e-02, 8.21297914e-02, -5.00000024e-04, 3.30531187e-02, 1.70630738e-02, 1.70651041e-02, -3.48106667e-04, -3.48506117e-04, 0.00000000e+00, 6.09600022e-02, 8.21297914e-02, -5.00000024e-04
5.84200025e-02, 8.21295902e-02, -5.00000024e-04, 3.34881507e-02, 1.70342512e-02, 1.70362853e-02, -3.63614061e-04, -3.64063366e-04, 0.00000000e+00, 5.84200025e-02, 8.21295902e-02, -5.00000024e-04
5.58800027e-02, 8.21293890e-02, -5.00000024e-04, 3.39578427e-02, 1.70031805e-02, 1.70052163e-02, -3.80022771e-04, -3.80531856e-04, 0.00000000e+00, 5.58800027e-02, 8.21293890e-02, -5.00000024e-04
5.33399992e-02, 8.21291879e-02, -5.00000024e-04, 3.44692692e-02, 1.69694610e-02, 1.69714931e-02, -3.96870222e-04, -3.97442898e-04, 0.00000000e+00, 5.33399992e-02, 8.21291879e-02, -5.00000024e-04
5.07999994e-02, 8.21289867e-02, -5.00000024e-04, 3.50270271e-02, 1.69328041e-02, 1.69348177e-02, -4.13561298e-04, -4.14195500e-04, 0.00000000e+00, 5.07999994e-02, 8.21289867e-02, -5.00000024e-04
4.82599996e-02, 8.21287930e-02, -5.00000024e-04, 3.56340930e-02, 1.68930180e-02, 1.68950036e-02, -4.29597218e-04, -4.30288841e-04, 0.00000000e+00, 4.82599996e-02, 8.21287930e-02, -5.00000024e-04
4.57199998e-02, 8.21285918e-02, -5.00000024e-04, 3.62905413e-02, 1.68500766e-02, 1.68520156e-02, -4.44533769e-04, -4.45279671e-04, 0.00000000e+00, 4.57199998e-02, 8.21285918e-02, -5.00000024e-04
4.31800000e-02, 8.21283907e-02, -5.00000024e-04, 3.69933248e-02, 1.68041661e-02, 1.68060474e-02, -4.57895309e-04, -4.58692579e-04, 0.00000000e+00, 4.31800000e-02, 8.21283907e-02, -5.00000024e-04
4.06400003e-02, 8.21281895e-02, -5.00000024e-04, 3.77402864e-02, 1.67555641e-02, 1.67573802e-02, -4.69274150e-04, -4.70120140e-04, 0.00000000e+00, 4.06400003e-02, 8.21281895e-02, -5.00000024e-04
3.81000005e-02, 8.21279883e-02, -5.00000024e-04, 3.85308266e-02, 1.67044513e-02, 1.67061929e-02, -4.78207745e-04, -4.79098817e-04, 0.00000000e+00, 3.81000005e-02, 8.21279883e-02, -5.00000024e-04
3.55600007e-02, 8.21277872e-02, -5.00000024e-04, 3.93622071e-02, 1.66509617e-02, 1.66526232e-02, -4.83914337e-04, -4.84839111e-04, 0.00000000e+00, 3.55600007e-02, 8.21277872e-02, -5.00000024e-04
3.30200009e-02, 8.21275860e-02, -5.00000024e-04, 4.02278602e-02, 1.65954679e-02, 1.65970363e-02, -4.85629920e-04, -4.86570789e-04, 0.00000000e+00, 3.30200009e-02, 8.21275860e-02, -5.00000024e-04
3.04800011e-02, 8.21273848e-02, -5.00000024e-04, 4.11182418e-02, 1.65385623e-02, 1.65400244e-02, -4.82775620e-04, -4.83712560e-04, 0.00000000e+00, 3.04800011e-02, 8.21273848e-02, -5.00000024e-04
